"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0055006","cardiac cell development","11/292","110/28814",1.68178568432377e-08,7.60848358958625e-07,5.56188150365301e-07,"Lrrc10/Adra1b/Csrp3/Pdlim5/Vegfa/Nkx2-5/Fhod3/Sorbs2/Bmpr1a/Fdps/Prox1",11,"BP"
"GO:1905952","regulation of lipid localization","13/292","167/28814",1.77009226976664e-08,7.90788721518244e-07,5.78074870205367e-07,"Acsl1/Fabp3/Plin5/Dbi/Pnpla2/Lpl/Cidea/Acacb/Lpcat3/Srebf2/Igfbp3/C3/Plin3",13,"BP"
"GO:1901617","organic hydroxy compound biosynthetic process","15/292","234/28814",1.95525836259481e-08,8.62727578754798e-07,6.30662931248905e-07,"Hmgcs2/Dkk3/Cyp51/Per2/Lpcat3/Dhcr24/Ddc/Hsd17b7/Fgf1/Srebf2/Abcd3/Hmgcs1/Insig1/Fdps/Prox1",15,"BP"
"GO:0003012","muscle system process","20/292","430/28814",2.01974148073095e-08,8.80311713674684e-07,6.43517118764341e-07,"Nppb/Myh7/Kcne1/Adra1b/Slmap/Csrp3/Pdlim5/Klf15/Nppa/Nkx2-5/Myom1/Abcc9/Hrc/Srl/Sorbs2/Foxo3/Igfbp5/Abat/Fdps/Myom2",20,"BP"
"GO:0019915","lipid storage","10/292","90/28814",2.74285444572025e-08,1.18107973361496e-06,8.63381703776495e-07,"Plin5/Dgat2/Pnpla2/Lpl/Cidea/Acacb/Alkbh7/Srebf2/C3/Plin3",10,"BP"
"GO:0009991","response to extracellular stimulus","19/292","406/28814",4.17668305281856e-08,1.77707919413971e-06,1.29906357607715e-06,"Scd4/Angptl4/Clic5/Lpl/Pdk4/Bckdhb/Sesn1/Slc2a1/Acacb/Glul/Gabarapl1/Cdkn1a/Prkag2/Appl2/Insr/Srebf2/Foxo3/Ldlr/Ppargc1a",19,"BP"
"GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","5/292","11/28814",4.53970582651705e-08,1.90881277929082e-06,1.39536221193998e-06,"Acadvl/Etfdh/Acadl/Etfb/Etfa",5,"BP"
"GO:0051146","striated muscle cell differentiation","17/292","328/28814",5.07838486710338e-08,2.09868124485304e-06,1.53415805664455e-06,"Lrrc10/Adra1b/Csrp3/Pdlim5/Ptgfrn/Vegfa/Nkx2-5/Acta1/Fhod3/Sorbs2/Ankrd23/Csrp1/Igfbp5/Bmpr1a/Fdps/Myom2/Prox1",17,"BP"
"GO:0046460","neutral lipid biosynthetic process","8/292","52/28814",5.16743003769076e-08,2.09868124485304e-06,1.53415805664455e-06,"Acsl1/Plin5/Dgat2/Pnpla2/Lpl/Slc27a1/C3/Ldlr",8,"BP"
"GO:0046463","acylglycerol biosynthetic process","8/292","52/28814",5.16743003769076e-08,2.09868124485304e-06,1.53415805664455e-06,"Acsl1/Plin5/Dgat2/Pnpla2/Lpl/Slc27a1/C3/Ldlr",8,"BP"
"GO:0001676","long-chain fatty acid metabolic process","11/292","124/28814",5.88536248674123e-08,2.36340286827114e-06,1.7276723467879e-06,"Acsl1/Acot2/Acot1/Cpt2/Acadl/Ephx2/Cpt1a/Slc27a1/Lipe/Abcd3/Gstm7",11,"BP"
"GO:0044262","cellular carbohydrate metabolic process","16/292","293/28814",6.17999832709734e-08,2.45414600233843e-06,1.79400653191294e-06,"Mlycd/Dgat2/Impa2/Adra1b/Pdk4/Acacb/Coq3/Per2/Ddit4/Prkag2/Insr/Igfbp3/Ogt/Ppp1r3c/Ppargc1a/Abcg2",16,"BP"
"GO:0070542","response to fatty acid","7/292","36/28814",6.630347598088e-08,2.60405080390841e-06,1.90358851803984e-06,"Scd4/Dgat2/Scd2/Lpl/Pdk4/Foxo3/Ldlr",7,"BP"
"GO:0000727","double-strand break repair via break-induced replication","5/292","12/28814",7.71782690391462e-08,2.99820797332509e-06,2.19172155326271e-06,"Mcm2/Mcm3/Mcm4/Mcm6/Mcm5",5,"BP"
"GO:0051235","maintenance of location","17/292","342/28814",9.26523468646046e-08,3.5606396526247e-06,2.60286502453818e-06,"Plin5/Dgat2/Dbi/Pnpla2/Lpl/Cidea/Acacb/Gsto1/Alkbh7/Srebf2/Hrc/Tmsb10/C3/Gstm7/Adcy6/Insig1/Plin3",17,"BP"
"GO:0009260","ribonucleotide biosynthetic process","12/292","163/28814",1.16581631509733e-07,4.43258245761476e-06,3.24026438305888e-06,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Upp1/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",12,"BP"
"GO:0019432","triglyceride biosynthetic process","7/292","39/28814",1.1903190907331e-07,4.47810571608431e-06,3.27354236365601e-06,"Acsl1/Plin5/Dgat2/Lpl/Slc27a1/C3/Ldlr",7,"BP"
"GO:0043470","regulation of carbohydrate catabolic process","8/292","58/28814",1.24874848360755e-07,4.64898654209728e-06,3.39845804420388e-06,"Adra1b/Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppp1r3c/Ppargc1a",8,"BP"
"GO:0006109","regulation of carbohydrate metabolic process","13/292","198/28814",1.32243312036569e-07,4.87255254864637e-06,3.56188714568382e-06,"Mlycd/Dgat2/Adra1b/Pdk4/Acacb/Ddit4/Entpd5/Prkag2/Insr/Igfbp3/Ogt/Ppp1r3c/Ppargc1a",13,"BP"
"GO:0042692","muscle cell differentiation","19/292","438/28814",1.3633185290465e-07,4.97193920695122e-06,3.63453983790915e-06,"Lrrc10/Adra1b/Csrp3/Pdlim5/Ptgfrn/Vegfa/Nkx2-5/Acta1/Fhod3/Sorbs2/Ankrd23/Csrp1/Dnmt1/C3/Igfbp5/Bmpr1a/Fdps/Myom2/Prox1",19,"BP"
"GO:0014897","striated muscle hypertrophy","10/292","111/28814",2.04987800498586e-07,7.4002666563833e-06,5.40967273617746e-06,"Nppb/Myh7/Adra1b/Csrp3/Pdlim5/Klf15/Nppa/Sorbs2/Igfbp5/Fdps",10,"BP"
"GO:0046390","ribose phosphate biosynthetic process","12/292","172/28814",2.09547419696335e-07,7.48922477994702e-06,5.47470205985583e-06,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Upp1/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",12,"BP"
"GO:0046165","alcohol biosynthetic process","11/292","141/28814",2.19811885278653e-07,7.77829384144463e-06,5.68601458323729e-06,"Hmgcs2/Dkk3/Cyp51/Lpcat3/Dhcr24/Hsd17b7/Fgf1/Srebf2/Hmgcs1/Insig1/Fdps",11,"BP"
"GO:0045927","positive regulation of growth","16/292","322/28814",2.23562492382663e-07,7.83345438995723e-06,5.72633752418751e-06,"Ntn1/Lpar3/Acacb/Vegfa/Tnfrsf12a/Picalm/Extl3/Ybx3/Insr/Sgk1/C3/Bmpr1a/Ccnb1/Rftn1/Fdps/Prox1",16,"BP"
"GO:0014896","muscle hypertrophy","10/292","113/28814",2.42582934941134e-07,8.41739232504478e-06,6.15320229457224e-06,"Nppb/Myh7/Adra1b/Csrp3/Pdlim5/Klf15/Nppa/Sorbs2/Igfbp5/Fdps",10,"BP"
"GO:0032868","response to insulin","14/292","246/28814",2.53052748842647e-07,8.6962550419579e-06,6.35705387274748e-06,"Hadha/Lpl/Csrp3/Pdk4/Klf15/Slc2a1/Ywhag/Slc27a1/Appl2/Insr/Sgk1/Ogt/Srsf5/Insig1",14,"BP"
"GO:0010889","regulation of sequestering of triglyceride","5/292","15/28814",2.85418531262626e-07,9.71510314983453e-06,7.10184255231918e-06,"Plin5/Pnpla2/Lpl/Cidea/Plin3",5,"BP"
"GO:0045017","glycerolipid biosynthetic process","13/292","213/28814",3.07315923738831e-07,1.03617652022885e-05,7.57455931201369e-06,"Acsl1/Fabp3/Plin5/Dgat2/Impa2/Pnpla2/Lpl/Slc27a1/Cish/Lpcat3/Smg1/C3/Ldlr",13,"BP"
"GO:0043467","regulation of generation of precursor metabolites and energy","11/292","147/28814",3.35049504655334e-07,1.11424430715306e-05,8.14524304289428e-06,"Adra1b/Bnip3/Ddit4/Entpd5/Prkag2/Insr/Prkaca/Ogt/Ppp1r3c/Ppargc1a/Ccnb1",11,"BP"
"GO:0042593","glucose homeostasis","15/292","291/28814",3.36705050846476e-07,1.11424430715306e-05,8.14524304289428e-06,"Ucp2/Adra1b/Csrp3/Oxct1/Pdk4/Klf15/Pim3/Rab11b/Appl2/Insr/Prkaca/Ogt/Foxo3/Dmxl2/Igfbp5",15,"BP"
"GO:0033500","carbohydrate homeostasis","15/292","292/28814",3.51745587523772e-07,1.15333828422932e-05,8.43102412587158e-06,"Ucp2/Adra1b/Csrp3/Oxct1/Pdk4/Klf15/Pim3/Rab11b/Appl2/Insr/Prkaca/Ogt/Foxo3/Dmxl2/Igfbp5",15,"BP"
"GO:0055007","cardiac muscle cell differentiation","11/292","149/28814",3.83879011724564e-07,1.24725780718508e-05,9.11758571387911e-06,"Lrrc10/Adra1b/Csrp3/Pdlim5/Vegfa/Nkx2-5/Fhod3/Sorbs2/Bmpr1a/Fdps/Prox1",11,"BP"
"GO:0006090","pyruvate metabolic process","10/292","119/28814",3.94092192556647e-07,1.26890585243014e-05,9.27583520081173e-06,"Me1/Pdk4/Ddit4/Entpd5/Prkag2/Insr/Ogt/Mpc1/Ppargc1a/Pcx",10,"BP"
"GO:0009152","purine ribonucleotide biosynthetic process","11/292","151/28814",4.38891816071698e-07,1.3941287838342e-05,1.01912279959841e-05,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",11,"BP"
"GO:0050994","regulation of lipid catabolic process","8/292","68/28814",4.41173701111145e-07,1.3941287838342e-05,1.01912279959841e-05,"Plin5/Mlycd/Dbi/Pnpla2/Cpt1a/Cidea/Acacb/Ldlr",8,"BP"
"GO:0048639","positive regulation of developmental growth","13/292","220/28814",4.44685734071346e-07,1.3941287838342e-05,1.01912279959841e-05,"Ntn1/Lpar3/Acacb/Vegfa/Tnfrsf12a/Picalm/Ybx3/Insr/C3/Bmpr1a/Ccnb1/Fdps/Prox1",13,"BP"
"GO:0060419","heart growth","10/292","122/28814",4.97056551647095e-07,1.54476531790149e-05,1.12923968987468e-05,"Adra1b/Pdlim5/Acacb/Nkx2-5/Fgf1/Sorbs2/Bmpr1a/Ccnb1/Fdps/Prox1",10,"BP"
"GO:0006091","generation of precursor metabolites and energy","18/292","436/28814",6.00896382195637e-07,1.85138247410966e-05,1.35338005499961e-05,"Hmgcs2/Etfdh/Cat/Adra1b/Bnip3/Oxct1/Per2/Ddit4/Entpd5/Prkag2/Insr/Etfb/Prkaca/Etfa/Ogt/Ppp1r3c/Ppargc1a/Ccnb1",18,"BP"
"GO:0030239","myofibril assembly","8/292","71/28814",6.18506425258471e-07,1.88935210587502e-05,1.3811362550531e-05,"Csrp3/Nkx2-5/Acta1/Fhod3/Ankrd23/Csrp1/Myom2/Prox1",8,"BP"
"GO:0055002","striated muscle cell development","8/292","72/28814",6.89754428040381e-07,2.08913756425112e-05,1.52718152577719e-05,"Csrp3/Nkx2-5/Acta1/Fhod3/Ankrd23/Csrp1/Myom2/Prox1",8,"BP"
"GO:0045214","sarcomere organization","7/292","50/28814",7.02774121455093e-07,2.11068463031975e-05,1.54293265763073e-05,"Csrp3/Nkx2-5/Fhod3/Ankrd23/Csrp1/Myom2/Prox1",7,"BP"
"GO:0042632","cholesterol homeostasis","9/292","98/28814",7.12945570956772e-07,2.12338955883292e-05,1.55222009396027e-05,"Fabp3/Dgat2/Ephx2/Lpl/Fabp4/Srebf2/Ldlr/Insig1/Npc1",9,"BP"
"GO:0055092","sterol homeostasis","9/292","99/28814",7.77345648301475e-07,2.29606061737973e-05,1.67844445331384e-05,"Fabp3/Dgat2/Ephx2/Lpl/Fabp4/Srebf2/Ldlr/Insig1/Npc1",9,"BP"
"GO:0030730","sequestering of triglyceride","5/292","18/28814",7.94273838284356e-07,2.32683171969532e-05,1.70093845265036e-05,"Plin5/Pnpla2/Lpl/Cidea/Plin3",5,"BP"
"GO:0009895","negative regulation of catabolic process","15/292","315/28814",9.15564043118589e-07,2.66034625211857e-05,1.94474108260191e-05,"Timp3/Plin5/Dbi/Adra1b/Cidea/Acacb/Vegfa/Cyp51/Ddit4/Timp4/Ogt/Smg1/Nrbp2/Ppargc1a/Npc1",15,"BP"
"GO:0010675","regulation of cellular carbohydrate metabolic process","11/292","165/28814",1.06088241898784e-06,3.05773690763108e-05,2.23523783015944e-05,"Mlycd/Dgat2/Adra1b/Pdk4/Acacb/Ddit4/Insr/Igfbp3/Ogt/Ppp1r3c/Ppargc1a",11,"BP"
"GO:0006644","phospholipid metabolic process","16/292","367/28814",1.26483209380213e-06,3.56583523692546e-05,2.60666305129119e-05,"Hmgcs2/Hadha/Fabp3/Dbi/Impa2/Agpat3/Slc27a1/Cish/Lpcat3/Idi1/Serinc3/Smg1/Ldlr/Hmgcs1/Fdps/Pcx",16,"BP"
"GO:0006164","purine nucleotide biosynthetic process","11/292","168/28814",1.26709869918728e-06,3.56583523692546e-05,2.60666305129119e-05,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",11,"BP"
"GO:0062013","positive regulation of small molecule metabolic process","11/292","168/28814",1.26709869918728e-06,3.56583523692546e-05,2.60666305129119e-05,"Plin5/Mlycd/Dgat2/Adra1b/Cpt1a/Entpd5/Insr/Fgf1/Srebf2/Ppargc1a/Fdps",11,"BP"
"GO:0000038","very long-chain fatty acid metabolic process","6/292","35/28814",1.30439399655026e-06,3.64211261224269e-05,2.66242261466921e-05,"Acsl1/Acot2/Acot1/Tecrl/Abcd3/Hsd17b4",6,"BP"
"GO:0009410","response to xenobiotic stimulus","15/292","325/28814",1.35099194504211e-06,3.74298078417093e-05,2.73615830893065e-05,"Acsl1/Hadha/Ankrd1/Prnp/Sult1a1/Gstm1/Hadh/Dpep1/Gsto1/Dnmt1/Pcna/Gstm7/Gstm2/Abat/Npc1",15,"BP"
"GO:0031669","cellular response to nutrient levels","12/292","205/28814",1.36590359001102e-06,3.75518417746106e-05,2.74507911773874e-05,"Scd4/Angptl4/Lpl/Pdk4/Sesn1/Slc2a1/Glul/Gabarapl1/Cdkn1a/Prkag2/Srebf2/Foxo3",12,"BP"
"GO:0009266","response to temperature stimulus","11/292","170/28814",1.42343057545867e-06,3.88346631808342e-05,2.83885471136072e-05,"Acadvl/Ucp3/Ucp2/Acadl/Cidea/Slc27a1/Lipe/Appl2/Fgf1/Prkaca/Acot11",11,"BP"
"GO:0003300","cardiac muscle hypertrophy","9/292","107/28814",1.50031840720723e-06,4.06222574799897e-05,2.96952973420123e-05,"Nppb/Myh7/Adra1b/Csrp3/Pdlim5/Klf15/Nppa/Sorbs2/Fdps",9,"BP"
"GO:0033866","nucleoside bisphosphate biosynthetic process","6/292","36/28814",1.55201210066415e-06,4.07859650571593e-05,2.98149693022323e-05,"Acsl1/Mlycd/Pdk4/Acacb/Mpc1/Dcakd",6,"BP"
"GO:0034030","ribonucleoside bisphosphate biosynthetic process","6/292","36/28814",1.55201210066415e-06,4.07859650571593e-05,2.98149693022323e-05,"Acsl1/Mlycd/Pdk4/Acacb/Mpc1/Dcakd",6,"BP"
"GO:0034033","purine nucleoside bisphosphate biosynthetic process","6/292","36/28814",1.55201210066415e-06,4.07859650571593e-05,2.98149693022323e-05,"Acsl1/Mlycd/Pdk4/Acacb/Mpc1/Dcakd",6,"BP"
"GO:0097242","amyloid-beta clearance","6/292","36/28814",1.55201210066415e-06,4.07859650571593e-05,2.98149693022323e-05,"Rab11b/Picalm/Cyp51/Insr/C3/Ldlr",6,"BP"
"GO:0006268","DNA unwinding involved in DNA replication","5/292","21/28814",1.83994509587605e-06,4.79997355668687e-05,3.50883113942709e-05,"Mcm2/Mcm3/Mcm4/Mcm6/Mcm5",5,"BP"
"GO:0072522","purine-containing compound biosynthetic process","11/292","175/28814",1.89067186254475e-06,4.89656611357604e-05,3.57944131413888e-05,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",11,"BP"
"GO:0055088","lipid homeostasis","11/292","176/28814",1.99879510826328e-06,5.13934799779349e-05,3.7569174242404e-05,"Fabp3/Dgat2/Angptl4/Pnpla2/Ephx2/Lpl/Fabp4/Srebf2/Ldlr/Insig1/Npc1",11,"BP"
"GO:0050810","regulation of steroid biosynthetic process","8/292","83/28814",2.06446243544255e-06,5.27027767447977e-05,3.85262839456272e-05,"Dkk3/Lpcat3/Fgf1/Srebf2/Ppargc1a/Insig1/Fdps/Prox1",8,"BP"
"GO:0009165","nucleotide biosynthetic process","12/292","215/28814",2.24627718973957e-06,5.69375508945336e-05,4.16219483757642e-05,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Upp1/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",12,"BP"
"GO:0033002","muscle cell proliferation","13/292","259/28814",2.76169467043276e-06,6.95091320572302e-05,5.08119063900231e-05,"Nppb/Vegfa/Nkx2-5/Cdkn1a/Fgf1/Igfbp3/Apln/Dnmt1/Igfbp5/Ppargc1a/Bmpr1a/Ndrg2/Ccnb1",13,"BP"
"GO:1901293","nucleoside phosphate biosynthetic process","12/292","220/28814",2.85075067673645e-06,7.12488315989936e-05,5.20836450471835e-05,"Acsl1/Nppb/Mlycd/Pdk4/Acacb/Nppa/Upp1/Mpc1/Ak1/Dcakd/Ppargc1a/Adcy6",12,"BP"
"GO:0031998","regulation of fatty acid beta-oxidation","5/292","23/28814",2.9923923818795e-06,7.42695164780371e-05,5.42917974548606e-05,"Plin5/Mlycd/Dbi/Cpt1a/Acacb",5,"BP"
"GO:1903828","negative regulation of protein localization","12/292","222/28814",3.13009534956452e-06,7.71514536506455e-05,5.6398523830266e-05,"Ucp2/Kcne1/Hadh/Pim3/Picalm/Cyp51/Trp53inp2/Ppfia1/Ogt/Maged1/Insig1/Tmbim1",12,"BP"
"GO:0035051","cardiocyte differentiation","11/292","185/28814",3.24344941758278e-06,7.9397864509869e-05,5.80406737883235e-05,"Lrrc10/Adra1b/Csrp3/Pdlim5/Vegfa/Nkx2-5/Fhod3/Sorbs2/Bmpr1a/Fdps/Prox1",11,"BP"
"GO:0008654","phospholipid biosynthetic process","12/292","223/28814",3.27860829018226e-06,7.97125580211661e-05,5.82707180539376e-05,"Hmgcs2/Fabp3/Impa2/Agpat3/Slc27a1/Cish/Lpcat3/Idi1/Smg1/Hmgcs1/Fdps/Pcx",12,"BP"
"GO:0010866","regulation of triglyceride biosynthetic process","5/292","24/28814",3.74860479771223e-06,9.02395934939031e-05,6.59660916713891e-05,"Plin5/Dgat2/Slc27a1/C3/Ldlr",5,"BP"
"GO:0006006","glucose metabolic process","12/292","226/28814",3.7620871378264e-06,9.02395934939031e-05,6.59660916713891e-05,"Mlycd/Dgat2/Adra1b/Cpt1a/Pdk4/Acacb/Per2/Insr/Igfbp3/Ogt/Ppp1r3c/Pcx",12,"BP"
"GO:0043434","response to peptide hormone","15/292","359/28814",4.56243678313933e-06,0.0001087076604196,7.94664427772057e-05,"Hadha/Lpl/Csrp3/Pdk4/Klf15/Slc2a1/Ywhag/Slc27a1/Appl2/Insr/Sgk1/Ogt/Srsf5/Adcy6/Insig1",15,"BP"
"GO:0015909","long-chain fatty acid transport","7/292","66/28814",4.77167960315684e-06,0.000112940284117103,8.25605352041497e-05,"Acsl1/Fabp3/Cpt1b/Slc2a1/Slc27a1/Fabp4/Abcd3",7,"BP"
"GO:0005996","monosaccharide metabolic process","13/292","273/28814",4.90553409193159e-06,0.000115344597661602,8.4318113685417e-05,"Mlycd/Dgat2/Adra1b/Cpt1a/Pdk4/Acacb/Per2/Gsto1/Insr/Igfbp3/Ogt/Ppp1r3c/Pcx",13,"BP"
"GO:0003018","vascular process in circulatory system","12/292","235/28814",5.61001629461361e-06,0.000131047047300321,9.57967694752734e-05,"Nppb/Adra1b/Slc2a1/Vegfa/Slc27a1/Nppa/Per2/Scpep1/Smtnl2/Apln/Adcy6/Abcg2",12,"BP"
"GO:0035384","thioester biosynthetic process","5/292","26/28814",5.70588542575088e-06,0.000131566674268604,9.61766222527245e-05,"Acsl1/Mlycd/Pdk4/Acacb/Mpc1",5,"BP"
"GO:0071616","acyl-CoA biosynthetic process","5/292","26/28814",5.70588542575088e-06,0.000131566674268604,9.61766222527245e-05,"Acsl1/Mlycd/Pdk4/Acacb/Mpc1",5,"BP"
"GO:0031668","cellular response to extracellular stimulus","12/292","237/28814",6.11529184385496e-06,0.000140102904166267,0.000102416696062402,"Scd4/Angptl4/Lpl/Pdk4/Sesn1/Slc2a1/Glul/Gabarapl1/Cdkn1a/Prkag2/Srebf2/Foxo3",12,"BP"
"GO:1901652","response to peptide","16/292","420/28814",7.07435129674223e-06,0.000160504735100267,0.000117330648990918,"Hadha/Prnp/Lpl/Csrp3/Pdk4/Klf15/Slc2a1/Ywhag/Slc27a1/Appl2/Insr/Sgk1/Ogt/Srsf5/Adcy6/Insig1",16,"BP"
"GO:0048662","negative regulation of smooth muscle cell proliferation","7/292","70/28814",7.09562063397935e-06,0.000160504735100267,0.000117330648990918,"Nppb/Cdkn1a/Igfbp3/Apln/Igfbp5/Ppargc1a/Ndrg2",7,"BP"
"GO:0006110","regulation of glycolytic process","6/292","47/28814",7.7920806667084e-06,0.000175150291212678,0.0001280367045003,"Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppargc1a",6,"BP"
"GO:0042178","xenobiotic catabolic process","5/292","28/28814",8.38468639883378e-06,0.000187292932433949,0.000136913102907273,"Acsl1/Gstm1/Gsto1/Gstm7/Gstm2",5,"BP"
"GO:0010906","regulation of glucose metabolic process","9/292","132/28814",8.51623807143959e-06,0.00018733447094316,0.000136943467994263,"Mlycd/Dgat2/Adra1b/Pdk4/Acacb/Insr/Igfbp3/Ogt/Ppp1r3c",9,"BP"
"GO:0006457","protein folding","10/292","167/28814",8.5437937223657e-06,0.00018733447094316,0.000136943467994263,"Nppb/Fkbp5/Hspb6/Nppa/Entpd5/Cdc37l1/Calr/Hspd1/Fkbp4/Ppil1",10,"BP"
"GO:0009267","cellular response to starvation","10/292","167/28814",8.5437937223657e-06,0.00018733447094316,0.000136943467994263,"Angptl4/Pdk4/Sesn1/Slc2a1/Glul/Gabarapl1/Cdkn1a/Prkag2/Srebf2/Foxo3",10,"BP"
"GO:1902969","mitotic DNA replication","4/292","14/28814",9.54683694068744e-06,0.000208051190402542,0.00015208760774574,"Mcm2/Mcm3/Mcm4/Mcm6",4,"BP"
"GO:0090208","positive regulation of triglyceride metabolic process","5/292","30/28814",1.19577787153353e-05,0.000259012734112778,0.000189341032034847,"Plin5/Dgat2/Pnpla2/Slc27a1/Ldlr",5,"BP"
"GO:0090207","regulation of triglyceride metabolic process","6/292","51/28814",1.26328232825543e-05,0.000271986207300295,0.000198824777344957,"Plin5/Dgat2/Pnpla2/Slc27a1/C3/Ldlr",6,"BP"
"GO:0019318","hexose metabolic process","12/292","257/28814",1.38234679348894e-05,0.000295838768858053,0.000216261250642266,"Mlycd/Dgat2/Adra1b/Cpt1a/Pdk4/Acacb/Per2/Insr/Igfbp3/Ogt/Ppp1r3c/Pcx",12,"BP"
"GO:0071496","cellular response to external stimulus","13/292","301/28814",1.39520004351546e-05,0.000296812199733587,0.000216972838847455,"Scd4/Ankrd1/Angptl4/Lpl/Pdk4/Sesn1/Slc2a1/Glul/Gabarapl1/Cdkn1a/Prkag2/Srebf2/Foxo3",13,"BP"
"GO:0001666","response to hypoxia","11/292","216/28814",1.41347719744478e-05,0.000298921154063174,0.000218514506637056,"Acot2/Ucp3/Ucp2/Cat/Acaa2/Bnip3/Hif3a/Vegfa/Ddit4/Ogt/Abat",11,"BP"
"GO:0035265","organ growth","11/292","217/28814",1.47574922536088e-05,0.000310254572437634,0.000226799354634409,"Adra1b/Pdlim5/Acacb/Nkx2-5/Ybx3/Fgf1/Sorbs2/Bmpr1a/Ccnb1/Fdps/Prox1",11,"BP"
"GO:0048660","regulation of smooth muscle cell proliferation","10/292","180/28814",1.64415500740181e-05,0.000340409556251242,0.000248842964867783,"Nppb/Vegfa/Cdkn1a/Igfbp3/Apln/Dnmt1/Igfbp5/Ppargc1a/Bmpr1a/Ndrg2",10,"BP"
"GO:0071466","cellular response to xenobiotic stimulus","10/292","180/28814",1.64415500740181e-05,0.000340409556251242,0.000248842964867783,"Acsl1/Ankrd1/Prnp/Sult1a1/Gstm1/Dpep1/Gsto1/Pcna/Gstm7/Gstm2",10,"BP"
"GO:0071900","regulation of protein serine/threonine kinase activity","14/292","352/28814",1.64775750507736e-05,0.000340409556251242,0.000248842964867783,"Acsl1/Vegfa/Slc27a1/Nppa/Synpo2/Cdkn1a/Ccng1/Prkag2/Insr/Fgf1/Maged1/Ccnb1/Prox1/Ccnd2",14,"BP"
"GO:0019433","triglyceride catabolic process","5/292","32/28814",1.66197298178292e-05,0.000341373071085756,0.000249547304342722,"Plin5/Pnpla2/Lpl/Lipe/Ldlr",5,"BP"
"GO:1902001","fatty acid transmembrane transport","4/292","16/28814",1.70822622756822e-05,0.000348868602133076,0.000255026616350335,"Acsl1/Slc2a1/Slc27a1/Abcd3",4,"BP"
"GO:0048638","regulation of developmental growth","15/292","402/28814",1.7444608109363e-05,0.000354244485129906,0.000258956443345927,"Ntn1/Lpar3/Acacb/Vegfa/Tnfrsf12a/Nkx2-5/Picalm/Cdkn1a/Ybx3/Insr/C3/Bmpr1a/Ccnb1/Fdps/Prox1",15,"BP"
"GO:1900542","regulation of purine nucleotide metabolic process","7/292","81/28814",1.87187787388971e-05,0.000377971272388804,0.000276300974308312,"Pdk4/Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppargc1a",7,"BP"
"GO:0055017","cardiac muscle tissue growth","8/292","112/28814",1.93189018571637e-05,0.000384064962181903,0.000280755525619381,"Adra1b/Pdlim5/Nkx2-5/Fgf1/Sorbs2/Bmpr1a/Ccnb1/Fdps",8,"BP"
"GO:0006270","DNA replication initiation","5/292","33/28814",1.94258716840884e-05,0.000384064962181903,0.000280755525619381,"Mcm2/Mcm3/Mcm4/Mcm6/Mcm5",5,"BP"
"GO:0033260","nuclear DNA replication","5/292","33/28814",1.94258716840884e-05,0.000384064962181903,0.000280755525619381,"Mcm2/Mcm3/Mcm4/Mcm6/Pcna",5,"BP"
"GO:1903522","regulation of blood circulation","12/292","266/28814",1.94504079896263e-05,0.000384064962181903,0.000280755525619381,"Myh7/Kcne1/Adra1b/Csrp3/Nppa/Nkx2-5/Per2/Abcc9/Smtnl2/Hrc/Apln/Slc4a3",12,"BP"
"GO:0006140","regulation of nucleotide metabolic process","7/292","82/28814",2.02902239975685e-05,0.000398446486633571,0.00029126857120859,"Pdk4/Ddit4/Entpd5/Prkag2/Insr/Ogt/Ppargc1a",7,"BP"
"GO:1905476","negative regulation of protein localization to membrane","5/292","34/28814",2.25872255096213e-05,0.000441129748477522,0.000322470484411159,"Kcne1/Picalm/Ppfia1/Ogt/Tmbim1",5,"BP"
"GO:0042594","response to starvation","10/292","187/28814",2.28515324685687e-05,0.000443866179579698,0.00032447084431915,"Angptl4/Pdk4/Sesn1/Slc2a1/Glul/Gabarapl1/Cdkn1a/Prkag2/Srebf2/Foxo3",10,"BP"
"GO:0048659","smooth muscle cell proliferation","10/292","188/28814",2.39225361267859e-05,0.000462157535768286,0.000337842018018109,"Nppb/Vegfa/Cdkn1a/Igfbp3/Apln/Dnmt1/Igfbp5/Ppargc1a/Bmpr1a/Ndrg2",10,"BP"
